lfdn;country;copcvdis;ctpcvdis17
898;1;-66;rechte auf demos sind wichtig ,wenn das unter zivilem ungehorsam fällt
899;1;ungerechtfertigte entscheidungen zu treffen;-66
900;1;-66;Ich kann mich nicht so recht entscheiden. Mir gefällt es besser, wenn kein ziviler Ungehorsam notwendig ist. Frage mich aber, ob die meisten nicht heutzutage soweit abgestumpft sind, dass man zu sichtbareren Maßnahmen greifen muss. Wobei man wiederum aufpassen muss, dass man nicht über das Ziel hinaus schießt.. es ist schwierig da das richtige Maß zu finden
901;1;"- sich gegen den ""Staat"" auflehnen, auf die Straße gehen";-66
903;1;"Streiken wie z. B. bei Gorleben. 
Die Politiker sollen wissen, daß Sie mit Ihren Bürgern nicht willkürlich umgehen können und Entscheidungen für diese treffen. Die mündigen Bürger müssen ihre Meinung sagen dürfen. ";-66
904;1;-66;5 weil man nich gegen alles sein kann
905;1;-99;-66
906;1;-66;scheiß autonomes Pack!!!
907;1;Das man nicht gleich kuscht, wenn die Polizei sagt, man soll nach Hause gehen. Man darf und muss seine Meinung kund geben dürfen, auch wenn es den Politikern nicht passt. Man darf nur nicht andere körperlich verletzen.;-66
908;1;-66;Es ist ein schmaler Grad zwischen demokratischer Einflussnahme und schlichter Randale
909;1;-66;-99
910;1;weiß nicht;-66
911;1;-66;weil ich so denke 
912;1;Demonstration, Sperren des Castor-Transports;-66
913;1;-66;"weil alles gut ist
"
914;1;Randale;-66
915;1;-66;"Politik wird heute doch kaum noch nach dem ""Willen der Bürger"" praktiziert.
Dafür gibt es immer wieder Beispiele....Das aktuellste ist Wohl das von Herrn Westerwelle mit der Aussage ""Was interessiert mich was ich vor der Wahl gesagt habe.....ich bin ein Mensch der nach vorne schaut"" ....und das ist sicher kein Einzelfall. Hier ist kaum Glaubwürdigkeit der Politiker vorhanden. --> Warum also Gehorsam ??? Stehen denn die Politiker hinter den Bürgern doch wohl eher nicht!"
916;1;Protest oder Klage gegen Entscheidungen der regierung ( Stuttgart 21) oder Behörden;-66
917;1;-66;wenn eine Regierung so am Bürger vorbei regiert, muss man auch die Möglichkeit einer Gegensteuerung haben
918;1;keine ahnung;-66
919;1;-66;Demos sind wichtig
920;1;In geeigneter Art und Weise darauf aufmerksam machen, dass man mit einer politischen Entscheidung nicht einverstanden ist, z.B. Demonstrationen, Plakate, Weigerung;-66
921;1;-66;es ist wichtig in einer demokratie seinen unmut zeigen zu dürfen, wenn man mit entscheidungen der regierung nicht zufrieden ist
922;1;-99;-66
923;1;Kriminalität;-66
924;1;-66;-66
925;1;Entscheidungen der Regierung nicht mittragen;-66
926;1;-66;Meiner Meinung nach können Prozesse und Entscheidungen nicht nur nach einem Kriterium ausgewählt werden. Bei Berücksichtigung der Auswirkungen auf Natur und Umwelt stellt sich möglicherweise ein anderes Bild dar, d.h. ich müßte auch die Auswirkungen auf Lebensqulität und Natur in die Betrachtungen mit einbeziehen. Was nützt mir Wachstum um jeden Preis, wenn ich vor Lärm nicht mehr schlafen kann oder die Luft kaum noch zu atmen ist. Das kann ich im Moment nicht in GEld ausdrücken, aber die Folgen durch verschiedenste Krankenheiten treten ein und müssen von der Allgemeinheit getragen werden. Die einzelnen Konzerne usw. werden dabei nicht einbezogen. Das ist dann nicht mehr lebenswert. Oder warum muß ich Milch, Wasser usw. wer weiß woher transportieren, bloß damit es scheinbar billig zu verkaufen ist, aber bei Einbeziehung vorgenannter Gedanken ändert sich das Bild schlagartig.
927;1;wenn das Volk die Möglichkeit hat seinem  Misfallen Ausduck zu verleihen, durch z.B. Demonstrationen -> Beispiel Stuttgart 21 oder Castortransport;-66
928;1;-66;man sollte auch auf die meinung der bevölkerung rücksicht nehmen und diese zulassen
929;1;?;-66
930;1;-66;Ich habe aktiv die Anti-AKW/WAA- und Friedensbewegung der 70er und 80er erlebt, ebenso wie die Volkszählung 1987 und meine Kriegsdienstverweigerung 1979 - damals hat sich der Staat als Absolutist und Gewlttäter geriert. Mit ein Grund, warum SPD, FDP oder CSU für mich nicht mehr als wählbare Partei erscheinen.
931;1;-66;Wenn dem Bürger mehr Mitspracherechte eingeräumt würden, wäre die Möglichkeit des zivilen Ungehorsams nicht so wichtig. Außerdem wird so etwas gerne von Radikalen genutzt. Dann schadet es mehr, als es gutes bringt
932;1;"Diesen Begriff möchte ich in etwa mit ""friedlicher Revolution"" gleichsetzen, die ohne blutige Gewalt eine Änderung der Regierungspolitik herbeiführt.";-66
933;1;-66;"""Ziviler Ungehorsam"" ist für viele nur Mittel zum Zweck, um im Rahmen bestimmter Probleme dem allgemeinen Unmut über den Staat Gehör zu verschaffen. Ich bin über entsprechende Vorgänge sicher nicht so gut informiert wie andere, aber insgesamt sehe ich diese Möglichkeit kritisch - erst recht dann, wenn so genannte ""Wutbürger"" ihre Kinder in Gefahr bringen, indem sie diese mit zu Demonstrationen nehmen."
934;1;"der zivilen Ungehorsam übt, geht es damit um die Durchsetzung von Bürger- und Menschenrechten innerhalb der bestehenden Ordnung,nicht um Widerstand.
die Poltiker dürfen nicht das Gefühl haben über die Köpfe der Büger zu entscheiden.";-66
935;1;-66;Politiker die in der Verantwortung stehen, werden von den Bürgern gewählt und sollten deshalb Entscheidungen treffen, die im Sinne der Bürger liegen. Werden Fehlentscheidungen getroffen, muss den Bürgern die Möglichkeit gegeben werden, dagegen anzugehen. Kommt es soweit, dass anhaltende Proteste aufhorchen lassen, wurde zuvor etwas falsch gemacht und dem Bürger nicht richtig vermittelt. Ob man das mit zivilen Ungehorsam bezeichnen kann, sei dahingestellt.
936;1;Demonstrationen, Mahnwachen, Boykotts, Streiks;-66
937;1;-66;Die regierung hat nicht immer Recht
938;1;Streikrecht, Demonstrationsrecht, gewaltfreier Widerstand wie in der Ruppiner Heide;-66
939;1;"Die Bürger müssen die Möglichkeit haben, Einspruch gegen Regierungsentscheidungen
einlegen zu können, die menschlich und rechtlich nicht in Ordnung sind.";-66
940;1;-66;-66
942;1;-66;-66
943;1;z. B. mehr Bürgerentscheide zulassen bei wichtigen Beschlüssen;-66
944;1;kann ich nicht sagen;-66
945;1;-66;wird von der Politik gegen die vitalen Interessen von Teilen der Bevölkerung entschieden, sollten diese das Recht haben, ihre Ansicht durchsetzen zu können. Politische Entscheidungen sind oft für und entsprechend gegen andere Interessen - je nachdem, welche Klientel gerade bedient werden soll. Es muss Möglichkeiten geben, bei dieser Abwägung die eigene Klientel mit etwas Gewicht auszustatten.
946;1;Proteste, Streik, Ausschreitungen, Gewalt;-66
947;1;-66;-99
948;1;-66;Recht auf freie Meinungsäußerung und Demonstration sind Grundlagen unserer Demokratie und müssen erhalten bleiben.
949;1;"Die Möglichkeit, frei und unabhängig seine Meinung äussern zu dürfen (Teilnahme an Demonstrationen).
Auch die Wahlen das Recht zu haben, nicht zu wählen";-66
950;1;-66;Weil Regierungen oftmals entscheidungen treffen, die die bürger weder schützen, noch nützen diese den bürgern, außerdem werden die bürger von regierungsentscheiden grundsätzlich nie gleich behandelt, es wird langsam zeit, das die deutschen bürger sich auch endlich gegen die regierung auflehnen
951;1;bewußter Verstoss gegen geltende Gesetze oder Regeln;-66
952;1;-66;-99
953;1;bewusster, begrenzter Regelverstoß bei Unstimmigkeiten gegenüber Regierungsentscheidungen;-66
954;1;weiß nicht ;-66
955;1;-66;"Mehrheitsentscheidungen sind rein quantitativ. Leider werden Entscheidungen auch von Menschen mitgetroffen, die aufgrund von Desinteresse, mangelnder Bildung und Reflexionsfähigkeit besser nicht der demokratischen Entschildungsbildung mitgewirkt hätten. Eine ""gerechte"" ausgewogene Entscheidungsfindung in Demokratien ist nur möglich, wenn gleicher Bildungsstandard bei allen herrscht. Dies sollte immer im Fokus stehen. 

Ziviler Ungehorsam ergibt sich zwangsläufig aus unterschiedlichen Bedürfnissen und Interessen. Alle müssen Gehör finden und von allen zur Kenntnis genommen werden. Dazu gehört, dass eine bessere Kommunikationskultur etabliert wird. 

Die kommunikative Kompetenz von Politikern ist sehr gering. Zuhören können muss dringend gelernt werden."
956;1;-66;hk
958;1;Verstoß gegen ein Gesetz;-66
959;1;-66;wenn man das unterdrückt, verzichtet ein Staat auf das geistige Potential seiner Bürger, also auf die Mehrheit
960;1;gewaltsame aufstände, straftaten;-66
962;1;Die Möglichkeit, zu demonstrieren, zu streiken oder sich gegen Entscheidungen der Regierung zu wenden.;-66
963;1;-66;weil es wichtig ist
964;1;"demonstrationen, unterschriftensammlung
";-66
965;1;-66;"Manche Entscheidungen müssen auch mal akzeptiert werden.
"
966;1;-66;Auch eine gewählte Regierung hat nicht das Recht, gegen die Interessen seiner Bürger zu entscheiden.
967;1;-66;offenbar ist es anders nicht möglich, seine Meinung gegen falsche Entscheidungen kund zu tun
968;1;-;-66
969;1;Als ziviler Ungehorsam verstehe ich die Möglichkeit, Entscheidungen der Gesetzgeber zu ignorieren und zu tun, was man selbst für richtig hält.;-66
971;1;-66;jeder mensch ist ein FREIER mensch
972;1;-;-66
973;1;-66;noch weniger Punkte gänge es zur Diktatur
974;1;Demonstrationen, Blockaden, Unterschriftaktion;-66
975;1;-66;"Die derzeitige Situation auf kommuanal-, landes-und bundespolitischer Ebene ist durch Abhängigkeiten und Politfilz geprägt. Es kommt hinzu, dass Halb-und Unwahrheiten zum Handwerkszeug der Politakteure gehören. Steuergelder werden sinnlos verschwendet. Es geht um Macht, Machterhalt und persönliche Vorteile. Dem Bürger bleibt letzlich nur der politische Ungehorsam,um auf seine nicht mehr duch Politiker vertretenen Interessen
wenigstens aufmerksam zu machen. "
976;1;nix;-66
977;1;Demos die zu einem Bürgerentscheid führen können.;-66
978;1;-66;wenn man etwas nicht mit dem eigenen Gewissen vereinbaren kann, sollte man nicht gezwungen werden, etwas zu tun. 
979;1;-66;Grundsätzlich sind demokratisch entstandene Entscheidungen zu akzeptieren.
980;1;Stuttgart 21, Castortransporte, 5,- Hartz4 Erhöhung;-66
981;1;Stuttgard 21;-66
982;1;-66;weiß nicht
983;1;"-Streiks
-Demonstrationen";-66
984;1;-66;"Zum einen hat die Vergangenheit egzeigt, dass ein wehrhafter Bürger wichtig für den erhalt einer Demokratie ist. Zum andern ist gerade da fehlende Möglichkeit das zivilen Ungehorsams eines der Merkmale für faschistische oder diktatorische Systeme. Ziviler Ungehorsam ist immer ein Zeichen, dass ""die Regierenden"" nicht im Sinne das Volkes - oder Teilen des Volkes - handeln und daher sehr wichtig."
985;1;-66;nicht so wichtig
986;1;Verbrecher ;-66
987;1;-66;Pluralität
988;1;Volksentscheide, deswegen ist es so schwer einen zu erwirken, Stuttgart 21, Castortransporte usw;-66
989;1;-66;-66
990;1;Es werden nicht alleVorschriften blind befolgt;-66
991;1;Demonstrationen, Streik, Versammlungen, Petitionen, Unterschriftensammlungen - sich gegen politische Entscheidungen zur Wehr setzen;-66
992;1;-66;weis nicht
993;1;-66;Einzige Möglichkeit, Politiker in Schranken zu weisen
994;1;Ich verbinde damit, dass es die Möglichkeit gibt, mit legalen Mitteln, z. B. demonstrieren, Rechtswege einleiten, Initiativen gründen, aufklären etc. gegen vermeintliche Fehlentscheidungen vorzugehen.;-66
995;1;-66;siehe Stuttgart 21....
996;1;keine ahnung;-66
998;1;-66;-99
999;1;"ich bin ein ziviler Mensch und muss das Recht haben anders denken zu 
dürfen, darf natürlich dabei nicht kriminell werden! Ich muss ganz einfach meinen Protest zum Ausdruck bringen dürfen!";-66
1000;1;-66;-99
1001;1;-66;-66
1002;1;-66;"Auch wenn wir in einer Form der ""Parlamentarischen Demokratie"" leben muß man doch berücksichtigen, daß viele Entscheidungen bewußt gegen den Bürgerwillen getroffen werden, weil die meisten Politiker nicht weiter als eine ""korrupte politische Hure"" sind, die von mächtigen Interessengruppen gekauft werden. Deshalb ist Widerstand gegen offensichtliche Fehler legal!"
1003;1;-66;"Durch ,,Stuttgard 21"" habe ich bemerkt, wie wichtig es ist, dass Bürger direkt beteiligt sein sollten."
1004;1;radikale Demos, Sabotage, Demolierungen, ;-66
1005;1;Dass sie sich gegen Regierungsentscheidungen mit Erfolg wehren können, auch wenn sie dadurch evtl. gegen gesetzliche Regelungen handeln.;-66
1006;1;-66;man sollte sich wehren können wenn etwas falsch läuft
1007;1;weiß nicht genau;-66
1008;1;Demonstrationen, Streiks, organisiertes vorgehen gegen politische situationen;-66
1009;1;-66;Ich denke, als aktiver und engagierter Bürger sollte man die Möglichkeit haben, gegen eine Regierungsentscheidung zu agieren. Manche Entscheidungen sind schlecht begründet, populistisch und inakzeptabel, man muss so etwas kritisieren dürfen - eine Demokratie besteht aus verschíedenen Meinungen und vor allem Meinungsfreiheit, wenn die Regierung meiner Meinung nach inadäquat handelt, muss ich öffentlich dagegen sein dürfen.
1010;1;Demos, Abwahlen, Klagen...;-66
1011;1;-66;-99
1012;1;-66;führt dazu , daß immer mehr Leute der Meinung , sie müssen ihre Meinung unbedingt kundtun und meist auch versuchen ihre Meinung anderen aufzuzwingen
1013;1;nicht ungefragt alles hinnehmen;-66
1014;1;Demo Stuttgart 21, Steine werfen etc.;-66
1015;1;-66;Proteste und friedliche Demonstrationen: ja - jedoch keinerlei Gewaltanwendung
1017;1;Demonstationen gegen Entscheidungen;-66
1018;1;-66;Was heißt ziviler Ungehorsam? Der Bürger muß die Möglichkeit haben, seine Meinung zu Regierungsentscheidungen kund zu tun und falls es notwendig erscheint, auch die Entscheidung zu boykotieren.
1019;1;-66;-66
1020;1;-66;demokratie=mitbestimmung
1021;1;-66;-66
1022;1;dass man sich weigern kann;-66
1023;1;-66;wir leben in einer Demokratie, und da unsere gewählten Politiker oftmals am Bürgerwillen vorbei regieren, denke ich, dass es rechtens ist , sich mit friedlichen Mitteln gegen unsinnige oder zu teure Projekte zu wehren
1024;1;z.B. Sitzblockaden;-66
1025;1;-66;Sicherlich eine Gradwanderung und man sollte dies nicht als aufruf zur Anarchie verstehen, dennoch hat sich in der Vergangenheit gezeigt, das nur durch den zivilen Ungehorsam veränderungen herbei geführt werden konnten. Viele Machtihnahber verloren mit steigender Macht den Blick auf ihre Aufgaben und scherten sich nicht um das Volk. So sollte man zivilen Ungehorsam als Weckruf verstehen
1026;1;Protest, auch wenn es sein muß ohne Genehmigung. Verweigerung.;-66
1027;1;ich will meine rechte leben und zeigen;-66
1028;1;-66;-99
1029;1;keine ahnung;-66
1030;1;-66;-66
1031;1;-66;Die Regierung entscheidet oft falsch. Der Mensch sollte nicht gezwungen werden Unrecht zu tun
1032;1;wer;-66
1033;1;Demonstrationen;-66
1034;1;-66;ich finde als bürger sollte ich das recht haben mit zureden
1038;1;-66;ich bin der Meinung, dass es unsere nRegierung nicht immer brichtig macht und dagegen muss man sich wehren.
1039;1;Demonstrationen Streiks;-66
1040;1;-66;man wählt die Volksvertreter, stellt fest, dass die eigenen Interessen gar nicht vertreten werden und soll dann bis zur nächsten Wahl warten seinen Unmut darüber kund zu tun?
1041;1;nix;-66
1042;1;-66;Ich denke, diese Möglichkeiten sind wichtig, denn wenn es sie nicht gibt, könnte man auch genausogut in einer Diktatur leben.
1044;1;-99;-66
1045;1;-66;???????????????????
1046;1;gegen geltendes Recht aufgrund von Moral verstoßen;-66
1047;1;-66;-66
1048;1;-66;weil es die bevölkerung betrifft
1049;1;-66;weil entscheidungen nicht gegen die meinung der bürger getroffen werden dürfen. bürger müssen das recht haben sich gegen falsche entscheidungen aufzulehnen
1050;1;Demonstrationen;-66
1051;1;-99;-66
1052;1;"Demonstrationen, aber auch Aufruf zur Gewalt.
daher nicht die volle Punktzahl";-66
1053;1;-66;Diese Frage habe ich nicht richtig verstanden.Irgendwelche Möglichkeiten hat man immer, die Frage ist nur was daraus für Konsequenzen entstehen.
1054;1;alles was bürger betrifft vor allem allen bürgern ob reich oder arm ;-66
1055;1;-66;Wenn sich die Politiker mit ihrer Politik zu weit vom Volk entfernt haben, muss es Möglichkeiten geben, sich dagegen zu wehren.
1056;1;-;-66
1059;1;-66;Wenn die Bürger der Meinung sind, dass die Regierungsentscheidungen nur einzelnen Gruppen von Menschen zum Vorteil gereichen, müssen die Bürger das Recht auf zivilen Ungehorsam haben und diese Entscheidungen anfechten bzw. sie nicht mittragen.
1060;1;-66;-66
1061;1;-66;"Weil Politiker nicht immer das halten, was sie versprechen. Das ist wie wenn man in der Werbung ein Produkt falsch beschreibt, man kauft es und wird es reklamieren ... in der Politik ist das schwieriger.
Als eines der letzten Mittel ist es somit für Freiheit anzuwenden.
In Diktaturen ist es im Prinzip mit die einzige Art sich zu wehren."
